frequency_MHz,experimental_normalized,reference_fit,final_adaptive_fit,adaptive_sampled_points
2820.5,0.9972217462325348,0.9996792864855389,0.9996794506898469,
2821.0,0.9969182787104724,0.9996728024986462,0.9996729695202211,
2821.5,0.9963289742702106,0.9996661197459754,0.9996662896549283,
2822.0,0.9973141678642594,0.9996592300146148,0.9996594028832472,
2822.5,0.9982946407940848,0.9996521246627981,0.9996523005656773,
2823.0,1.0014258514489747,0.9996447945927349,0.9996449736067728,1.0014258514489747
2823.5,1.004552265798993,0.9996372302214115,0.999637412425944,
2824.0,1.0042487009641503,0.999629421449185,0.9996296069260541,
2824.5,1.0020849913284964,0.9996213576259793,0.9996215464596179,
2825.0,1.000352419294262,0.9996130275148721,0.9996132197923898,
2825.5,1.0010516127808327,0.9996044192528369,0.9996046150641088,
2826.0,1.0043183161265588,0.9995955203083874,0.9995957197461431,
2826.5,1.0053032120341143,0.9995863174358377,0.9995865205957527,
2827.0,1.0037112590521164,0.9995767966258685,0.9995770036066562,
2827.5,1.002981408518821,0.9995669430520523,0.9995671539555573,
2828.0,1.0021063502798107,0.9995567410129568,0.9995569559442479,
2828.5,1.0009455459775427,0.9995461738694027,0.9995463929368662,
2829.0,1.0003516417316662,0.9995352239764069,0.999535447291839,
2829.5,1.001050736457708,0.9995238726092912,0.9995241002879883,
2830.0,1.0017498064941086,0.9995120998833744,0.9995123320442217,
2830.5,1.0007296266008059,0.9994998846666076,0.9995001214321637,
2831.0,0.9987116938792059,0.9994872044844296,0.9994874459810069,
2831.5,0.9952604145854829,0.999474035416046,0.9994742817737836,
2832.0,0.9952428412253588,0.9994603519812298,0.9994606033341599,
2832.5,0.997656371704917,0.9994461270166474,0.9994463835027503,
2833.0,0.9993531460019668,0.999431331540581,0.9994315933018284,
2833.5,0.9981925952634886,0.9994159346047911,0.9994162017871736,
2834.0,0.9966058452844505,0.9993999031320988,0.9994001758856343,
2834.5,0.9962978494230584,0.9993832017380945,0.999383480216814,
2835.0,0.9975683027068875,0.999365792535172,0.9993660768970783,
2835.5,0.9972649844390837,0.9993476349168626,0.9993479253238546,
2836.0,0.9985353757900053,0.9993286853201633,0.9993289819379221,0.9985353757900053
2836.5,1.0016604061128391,0.9993088969632647,0.9993091999610909,
2837.0,1.003787748619977,0.9992882195557169,0.9992885291063127,
2837.5,1.003339157205775,0.999266598977678,0.9992669152568615,
2838.0,1.001607358257631,0.9992439769244154,0.9992443001107552,
2838.5,1.0007326486700985,0.9992202905116903,0.9992206207860457,
2839.0,1.0020028442525424,0.9991954718370323,0.9991958093819807,
2839.5,1.0026969799683765,0.9991694474911726,0.9991697924903046,
2840.0,1.0005391647020145,0.9991421380130666,0.9991424906501221,
2840.5,0.9966628073193455,0.9991134572809353,0.9991138177387529,
2841.0,0.9954979285490599,0.9990833118305986,0.9990836802898432,
2841.5,0.9947685837054272,0.9990516000910157,0.999051976728642,
2842.0,0.9951771450758748,0.9990182115253396,0.9990185965127416,
2842.5,0.9954452154332193,0.9989830256639111,0.9989834191647002,
2843.0,0.9961440636014266,0.9989459110133839,0.9989463131807237,
2843.5,0.9945531995039714,0.9989067238235273,0.9989071347969379,
2844.0,0.990822578140734,0.9988653066901015,0.9988657265916363,
2844.5,0.9899482441522356,0.9988214869684572,0.998821915898123,
2845.0,0.9922156568352225,0.9987750749680117,0.9987755129982879,
2845.5,0.9954849497195274,0.9987258618923739,0.9987263090616489,
2846.0,0.9978973258676792,0.9986736174834003,0.9986740737881062,
2846.5,0.9964517379314821,0.9986180873196294,0.9986185527048099,0.9964517379314821
2847.0,0.9935735673753606,0.9985589897100421,0.9985594640580283,
2847.5,0.9921281067639066,0.9984960121125372,0.9984964952293336,0.9921281067639066
2848.0,0.9932529197515565,0.9984288069924009,0.998429298591294,
2848.5,0.9943776930405861,0.9983569870187394,0.9983574867005269,0.9943776930405861
2849.0,0.9936485610203832,0.9982801194755584,0.9982806267046549,
2849.5,0.9933454617880196,0.9981977197378502,0.9981982338133467,0.9933454617880196
2850.0,0.9944701739013915,0.9981092436303928,0.998109763650922,
2850.5,0.9960255195743769,0.9980140784462591,0.9980146032672286,0.9960255195743769
2851.0,0.995862828896752,0.9979115323510647,0.9979120605324571,
2851.5,0.9922736037956249,0.9978008218348768,0.9978013515773443,0.9922736037956249
2852.0,0.990397745207745,0.997681056792684,0.9976815858590643,
2852.5,0.9909513402332601,0.9975512227114385,0.9975517483300388,0.9909513402332601
2853.0,0.9917904456228539,0.9974101593103637,0.9974106780553494,
2853.5,0.9917729468181561,0.997256534812783,0.9972570424556891,0.9917729468181561
2854.0,0.9903278495114505,0.9970888148105574,0.9970893061352155,
2854.5,0.9885972884100692,0.9969052244008045,0.9969056929717037,0.9885972884100692
2855.0,0.9890104517351749,0.9967037019080109,0.9967041397791104,
2855.5,0.9909915361960275,0.9964818420248375,0.9964822393718543,
2856.0,0.9936886401052555,0.9962368255738098,0.9962371702276949,0.9936886401052555
2856.5,0.9956695721347943,0.995965332258353,0.9959656091105505,
2857.0,0.995652007057526,0.9956634316659563,0.9956636219065105,0.995652007057526
2857.5,0.994207019772055,0.9953264463156365,0.995326526452409,
2858.0,0.9946153604131328,0.9949487785827688,0.994948719172864,0.9946153604131328
2858.5,0.9938864685837013,0.9945236907258438,0.9945234547274099,
2859.0,0.9915805007126224,0.9940430237795271,0.9940425644017469,0.9915805007126224
2859.5,0.990566223711152,0.993496836529288,0.9934960944188743,
2860.0,0.9901182216033263,0.992872939906655,0.9928718394593955,0.9901182216033263
2860.5,0.9899603692310195,0.9921562948026138,0.9921547393295433,
2861.0,0.992942464903271,0.9913282327055148,0.9913260981223173,0.992942464903271
2861.5,0.9929249507169738,0.9903654498927719,0.9903625765599567,
2862.0,0.9913351816280811,0.9892387205871122,0.9892349029632459,0.9913351816280811
2862.5,0.9878924858688158,0.9879112811602173,0.9879062551717288,
2863.0,0.9844452323854453,0.9863368761192042,0.9863303048890512,0.9844452323854453
2863.5,0.9822848486892239,0.9844575712385519,0.9844490316742603,
2864.0,0.9801292202006661,0.9822017222326828,0.9821906992189056,0.9801292202006661
2864.5,0.9778239423324686,0.97948312155847,0.9794690255230984,
2865.0,0.9748075625932218,0.9762036564139043,0.9761858977199289,0.9748075625932218
2865.5,0.9725071386455858,0.9722642518104732,0.9722424357939379,
2866.0,0.9686347621422553,0.9675926336040777,0.9675669787598321,
2866.5,0.9623343344260117,0.9621997909117663,0.9621718784960193,0.9623343344260117
2867.0,0.9571803630690796,0.9562720143579146,0.9562458168709523,
2867.5,0.9520218950679016,0.9502734798570601,0.9502560688523966,0.9520218950679016
2868.0,0.9472940164372324,0.9449622117985625,0.9449627284893248,
2868.5,0.944278547414963,0.9411724946666827,0.9411982567748236,0.944278547414963
2869.0,0.9406924471860008,0.9393649734368765,0.9394166479315884,
2869.5,0.9392490405718331,0.939283488779332,0.9393540697432354,
2870.0,0.9396628555095281,0.9400865890631876,0.9401655937087817,0.9396628555095281
2870.5,0.9410730547772157,0.9408364206263418,0.9409150864336747,
2871.0,0.9414821451123665,0.9409318096035637,0.9410055080266794,0.9414821451123665
2871.5,0.9393278062107284,0.9403041606469534,0.9403721432860002,
2872.0,0.9377395427748723,0.9394351455058739,0.939499182576574,0.9377395427748723
2872.5,0.9385790093822493,0.9392119694652061,0.9392746511969461,
2873.0,0.9415607490928884,0.9405487253907071,0.940611676442475,0.9415607490928884
2873.5,0.946394647664269,0.9438755267670366,0.9439382862712752,
2874.0,0.9498064608102486,0.9488885081718604,0.9489489288899009,0.9498064608102486
2874.5,0.9534987898170117,0.9547987360692435,0.9548544332079425,
2875.0,0.9599084342542044,0.9607984986934098,0.9608479771972742,0.9599084342542044
2875.5,0.965742568834072,0.9663472608148604,0.9663901297322863,
2876.0,0.9711508887002054,0.9711997374829665,0.9712363759477568,0.9711508887002054
2876.5,0.9754131676757553,0.9753120953005756,0.9753432470490137,
2877.0,0.9766821077999066,0.97874294287115,0.9787694397026645,0.9766821077999066
2877.5,0.9798030059641908,0.9815882852656177,0.9816109064568143,
2878.0,0.9847804409196288,0.9839479390148886,0.9839673582179919,0.9847804409196288
2878.5,0.9896174020952957,0.9859114555069013,0.9859282323203967,
2879.0,0.9900255213191905,0.9875540146373118,0.9875686050139728,0.9900255213191905
2879.5,0.9900080696655678,0.9889367109507142,0.9889494834142534,
2880.0,0.9908463929655685,0.9901084285458995,0.9901196804815624,0.9908463929655685
2880.5,0.9918296513938913,0.9911080422853629,0.9911180141908915,
2881.0,0.9926679130322081,0.9919664449579012,0.9919753321673103,0.9926679130322081
2881.5,0.9929356590623063,0.9927082468926155,0.9927162089351058,
2882.0,0.9949194996929049,0.993353138920731,0.9933603068840066,0.9949194996929049
2882.5,0.9978945718725122,0.9939169613039585,0.9939234435929417,
2883.0,0.9967360718927099,0.9944125332066943,0.99441842004281,0.9967360718927099
2883.5,0.9930106064782367,0.9948502937920393,0.9948556607354866,
2884.0,0.9914220687234022,0.9952387977108512,0.9952437084284846,0.9914220687234022
2884.5,0.9931158727242753,0.9955850989775946,0.9955896074285933,
2885.0,0.9959551239149896,0.9958950495397884,0.9958992017110565,0.9959551239149896
2885.5,0.9973635855117738,0.9961735326213071,0.9961773679133731,
2886.0,0.9997725274025976,0.9964246460692424,0.9964281984096085,0.9997725274025976
2886.5,1.0014660648417482,0.9966518472323901,0.9966551459752344,
2887.0,0.999737289782327,0.996858068104456,0.9968611387619277,0.999737289782327
2887.5,0.9970080986112364,0.9970458073647538,0.9970486722047706,
2888.0,0.9962752474084,0.9972172043727137,0.9972198829103301,0.9962752474084
2888.5,0.9958322696530287,0.9973740989879024,0.9973766083913498,
2889.0,0.9949592186216314,0.9975180801947063,0.9975204356226404,0.9949592186216314
2889.5,0.9930857918350774,0.997650525835887,0.9976527407188802,
2890.0,0.9923530614011888,0.9977726352466344,0.9977747215232358,0.9923530614011888
2890.5,0.9921953365372015,0.9978854561896164,0.9978874245052091,
2891.0,0.9937438278812417,0.9979899071916148,0.997991767066657,0.9937438278812417
2891.5,0.9951567051029458,0.9980867961511812,0.998088556124136,
2892.0,0.9941388523373591,0.9981768359076872,0.998178503656928,0.9941388523373591
2892.5,0.9928359029788402,0.9982606573227131,0.998262239770893,
2893.0,0.9922481552367168,0.9983388203156063,0.9983403237193399,0.9922481552367168
2893.5,0.9910901833784419,0.9984118232092253,0.9984132532364149,
2894.0,0.9924983088340438,0.9984801106740551,0.9984814724707893,0.9924983088340438
2894.5,0.9956217328465677,0.9985440805050256,0.9985453787536388,
2895.0,0.9970297288497157,0.9986040894223869,0.9986053283920037,
2895.5,0.9958717543543383,0.9986604580535632,0.9986616416442301,
2896.0,0.9954242270418163,0.9987134752251828,0.9987146070065088,
2896.5,0.996406850519276,0.9987634016720761,0.9987644849171585,
2897.0,0.9973847658142185,0.9988104732518407,0.9988115109671276,
2897.5,0.9980822379028006,0.9988549037387532,0.9988558986903981,
2898.0,0.9963541924426547,0.9988968872586774,0.998897841995851,0.9963541924426547
2898.5,0.9940513901748976,0.9989366004166588,0.9989375172922202,
2899.0,0.9933235482955596,0.9989742041606894,0.998975085349556,
2899.5,0.9937313074846749,0.9990098454183385,0.9990106929338454,
2900.0,0.9949988967446348,0.9990436585373073,0.9990444742458077,
2900.5,0.9971215976538967,0.9990757665562786,0.9990765521902009,0.9971215976538967
2901.0,0.9973890813078325,0.9991062823285135,0.9991070394980595,
2901.5,0.9975116980986392,0.9991353095173618,0.9991360397210093,
2902.0,0.9977791654588878,0.9991629434800964,0.9991636481140432,
2902.5,0.9967663156398986,0.9991892720541551,0.9991899524208291,
2903.0,0.9971739639192296,0.9992143762579094,0.9992150335736469,
2903.5,0.9981563142878833,0.9992383309164119,0.9992389663183989,
2904.0,0.9988536130949168,0.9992612052211588,0.9992618197737163,
2904.5,0.9975511314399165,0.999283063231703,0.9992836579319858,
2905.0,0.9961085283251219,0.9993039643259145,0.9993045401090873,
2905.5,0.9997960102262626,0.9993239636048121,0.9993245213487568,
2906.0,1.0043430249698186,0.9993431122571282,0.9993436527867308,
